index,Chordata;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;__,Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla australis,Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;Argentina sialis,Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;__,Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;Nansenia ardesiaca,Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;__,Chordata;Actinopteri;Argentiniformes;Microstomatidae;__;__,Chordata;Actinopteri;Argentiniformes;__;__;__,Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Forsterygion;Forsterygion lapillum,Chordata;Actinopteri;Blenniiformes;Tripterygiidae;__;__,Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Acantharchus;Acantharchus pomotis,Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;__;__,Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Actinopteri;Clupeiformes;Clupeidae;__;__,Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis japonicus,Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;__,Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus aspercephalus,Chordata;Actinopteri;Gadiformes;Moridae;Antimora;Antimora rostrata,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;Lepidion capensis,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;Lepidion ensiferus,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;__,Chordata;Actinopteri;Gadiformes;Moridae;Mora;Mora moro,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;Pseudophycis bachus,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;Pseudophycis barbata,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;__,Chordata;Actinopteri;Gadiformes;Moridae;__;__,Chordata;Actinopteri;Gadiformes;__;__;__,Chordata;Actinopteri;Gobiiformes;Eleotridae;Gobiomorphus;Gobiomorphus cotidianus,Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;Notolabrus fucicola,Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;__,Chordata;Actinopteri;Labriformes;Labridae;__;__,Chordata;Actinopteri;Lampriformes;Trachipteridae;Trachipterus;Trachipterus arcticus,Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;__,Chordata;Actinopteri;Myctophiformes;Myctophidae;Electrona;Electrona antarctica,Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus;__,Chordata;Actinopteri;NA;Dinopercidae;__;__,Chordata;Actinopteri;NA;Emmelichthyidae;Emmelichthys;Emmelichthys nitidus,Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus luridus,Chordata;Actinopteri;NA;Siganidae;Siganus;__,Chordata;Actinopteri;NA;__;__;__,Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Genypterus;__,Chordata;Actinopteri;Perciformes;Parabembridae;Parabembras;__,Chordata;Actinopteri;Perciformes;Psychrolutidae;Cottunculus;Cottunculus thomsonii,Chordata;Actinopteri;Perciformes;Sebastidae;__;__,Chordata;Actinopteri;Perciformes;Triglidae;Chelidonichthys;__,Chordata;Actinopteri;Perciformes;Triglidae;Lepidotrigla;Lepidotrigla papilio,Chordata;Actinopteri;Perciformes;__;__;__,Chordata;Actinopteri;Scombriformes;Centrolophidae;Seriolella;__,Chordata;Actinopteri;Scombriformes;Centrolophidae;__;__,Chordata;Actinopteri;Scombriformes;Gempylidae;Thyrsites;Thyrsites atun,Chordata;Actinopteri;Scombriformes;Scombridae;Allothunnus;Allothunnus fallai,Chordata;Actinopteri;Syngnathiformes;Centriscidae;Macroramphosus;Macroramphosus scolopax,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus abdominalis,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;Vanacampus margaritifer,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;Vanacampus phillipi,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;__,Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis allporti,Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Kathetostoma;Kathetostoma canaster,Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Kathetostoma;Kathetostoma giganteum,Chordata;Actinopteri;__;__;__;__,Chordata;NA;Petromyzontiformes;Petromyzontidae;Lampetra;__,Chordata;__;__;__;__;__,Cnidaria;Scyphozoa;Semaeostomeae;Cyaneidae;Cyanea;__,Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Phacellophora;Phacellophora sp. NA,Echinodermata;Holothuroidea;Dendrochirotida;Heterothyonidae;Heterothyone;Heterothyone alba,Echinodermata;Holothuroidea;__;__;__;__,Echinodermata;__;__;__;__;__,Mollusca;Cephalopoda;Octopoda;Argonautidae;Argonauta;Argonauta nodosa,Mollusca;Cephalopoda;Octopoda;Octopodidae;Enteroctopus;Enteroctopus megalocyathus,Mollusca;Cephalopoda;Octopoda;Octopodidae;Macroctopus;Macroctopus maorum,Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;__,Mollusca;Cephalopoda;Teuthida;Cranchiidae;Teuthowenia;Teuthowenia megalops,Mollusca;Cephalopoda;Teuthida;Octopoteuthidae;__;__,Mollusca;Cephalopoda;Teuthida;Ommastrephidae;Nototodarus;__,Mollusca;Cephalopoda;Teuthida;Onychoteuthidae;Moroteuthopsis;Moroteuthopsis aff. ingens HEB-2018,Mollusca;Cephalopoda;Teuthida;__;__;__,Porifera;Demospongiae;Spongillida;Spongillidae;Eunapius;Eunapius subterraneus
S194,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,156,0,0,0,0,0,0,0,610,0,0,11611,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S195,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,99,201,0,0,0,0,0,0,0,5886,0,0,2737,0,582,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
S196,0,0,0,0,0,0,0,0,0,0,0,207,0,0,136,0,0,0,0,0,0,0,0,1628,0,531,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,586,0,0,11603,0,1165,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
S197,0,0,0,0,0,0,0,498,0,0,112,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,438,0,215,0,0,0,0,0,0,0,1797,0,0,4934,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S198,0,0,0,0,0,0,0,0,0,0,0,5611,0,0,256,0,0,0,0,0,0,0,0,168,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,25,178,0,0,0,0,0,69,0,0,1940,0,0,12366,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S199,0,0,0,0,0,0,0,182,0,0,0,740,0,0,29,0,0,0,0,0,0,0,38,553,0,176,556,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,7773,1456,0,0,0,0,0,0,0,392,0,0,4806,0,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0,8477,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20,0,0,0,0,0,0,0,1196,0,0,0,144,0,0,293,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,101,0,1504,0,0,0,0,0,0,134852,0,0,75762,0,127070,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
S200,0,0,0,0,0,0,0,53,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,445,0,0,0,0,0,0,4312,0,0,1081,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S201,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,81,0,0,0,0,398,194,109,0,0,0,0,0,0,0,3563,0,0,194,0,444,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0
S202,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,161,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4450,722,0,0,0,0,0,0,0,748,0,0,2297,0,320,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0
S203,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,3390,0,0,12676,0,89,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
S204,0,0,0,0,0,0,0,310,0,0,0,62,0,0,80,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,15280,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
S205,0,0,0,0,0,0,0,96,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,104,7,0,0,0,0,0,0,0,0,1737,0,0,16771,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S206,0,0,0,63,0,0,270,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,632,0,0,0,0,0,0,0,0,0,2786,0,0,1295,0,2806,0,0,0,0,0,0,0,0,0,0,52,0,97,0,0
S207,0,0,0,0,0,0,0,0,0,0,0,69,0,0,32,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,841,0,0,13225,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S208,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,14,0,0,0,0,599,0,0,5909,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S209,0,0,0,0,0,0,0,1352,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,102,0,0,3537,0,7666,0,0,0,0,0,0,0,0,1995,0,0,0,0,0,0
S21,0,0,0,0,0,0,0,274,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,8,0,0,0,157,0,0,3018,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S210,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S211,0,0,0,0,0,0,0,73,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,3414,321,1033,3350,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,267,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S212,0,0,0,0,0,0,0,51,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,1656,59,538,1618,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,757,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602,0,0,0,0,0,0,0,0,1592,335,501,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0,0,59,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,19,0,0,0,0,0,0,0,0,0,973,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,55,0,12,8626,0,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S215,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,1254,0,0,602,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S216,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,687,0,967,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,115,0,0,2174,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,0,0,0,0,0,0,0,0,0,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9825,0,3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S218,0,0,0,0,0,0,0,48,0,0,0,18,0,0,3438,0,0,0,0,0,0,0,0,2604,0,751,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,8109,0,180,0,0,13,0,0,0,0,0,157,0,0,0,0,0,0
S219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,65,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,9328,0,0,16437,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S22,0,0,0,0,0,0,0,275,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S220,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,5300,0,1489,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
S23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,333,0,0,14204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S24,0,0,0,0,0,0,0,2711,0,0,0,212,0,0,103,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,701,0,0,0,0,82,109,0,0,0,510,114,0,0,0,0,0,0,0,0,2889,0,0,4946,0,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S25,0,0,0,0,0,0,0,130,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124,0,0,11702,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S26,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S27,0,0,0,0,0,0,0,84,700,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,283,0,0,7764,0,286,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
S28,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,338,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,51,0,22,0,0,0,0,0,0,1333,0,0,13412,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3,0,0,0,0,0,0,0,275,125,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,975,0,0,3530,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S30,0,0,0,0,79,0,0,1670,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,331,0,0,0,0,929,94,0,0,0,0,0,0,0,0,3004,0,0,1203,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S31,0,0,0,0,0,0,0,264,0,0,0,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,197,0,0,231,0,0,0,0,0,660,0,0,0,920,0,0,10588,0,249,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
S32,0,0,0,0,0,0,0,753,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7901,86,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,175,0,0,2530,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
S33,0,0,0,0,0,209,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,706,0,0,755,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S34,0,0,0,0,0,0,0,430,0,0,0,0,0,0,71,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5440,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3943,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S35,0,0,0,0,0,0,0,618,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,194,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,323,0,0,5996,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S36,9,0,0,0,0,0,0,558,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S37,0,651,0,0,0,0,0,1142,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,75,0,0,11364,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S38,0,0,0,0,0,0,0,1196,0,0,0,103,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,229,125,0,0,0,0,0,0,0,0,84,0,0,11993,0,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S39,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,108,0,0,0,0,0,67,1015,0,298,938,0,0,0,0,0,0,0,0,0,0,207,0,0,0,30,0,0,0,0,0,0,13584,3148,0,0,0,0,0,0,0,0,0,0,7227,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S40,0,0,0,0,0,0,0,1034,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,10561,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41,0,0,0,0,0,0,0,80,0,0,0,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,0,0,0,0,0,0,0,0,626,0,0,2246,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,0,0,0,0,0,863,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S43,0,0,0,0,0,0,0,1154,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4991,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S44,0,0,0,0,0,0,0,19,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5431,0,0,10960,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S45,0,0,0,0,0,0,0,0,0,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,864,0,0,9609,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S46,0,0,0,0,0,0,0,520,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,161,0,69,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,104,0,0,6745,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S47,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,3475,0,0,0,0,0,0,0,0,0,0,48,0,0,29,0,0,0
S48,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,979,0,0,10829,0,460,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
S49,0,0,0,0,0,0,0,33,0,0,0,350,0,0,105,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,0,0,10812,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,122,392,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,50,0,0,0,7356,0,14,0,0,0,0,0,0,0,0,0,1641,0,2435,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
S50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S51,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S52,0,0,0,0,0,0,0,616,0,0,0,127,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,7188,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S53,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,0,13,0,0,15,0,0,0,572,0,0,2201,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S54,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,52,0,0,84,0,0,283,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S55,0,0,0,0,0,0,0,1075,0,0,0,137,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,13306,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S56,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13237,0,0,0,0,0,0,0,0,0,86,0,0,24,0,0,0,0,0,0,969,0,0,880,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
