index,Chordata;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;__,Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla australis,Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;Argentina sialis,Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;__,Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;Nansenia ardesiaca,Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;__,Chordata;Actinopteri;Argentiniformes;Microstomatidae;__;__,Chordata;Actinopteri;Argentiniformes;__;__;__,Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Forsterygion;Forsterygion lapillum,Chordata;Actinopteri;Blenniiformes;Tripterygiidae;__;__,Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Acantharchus;Acantharchus pomotis,Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;__;__,Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Actinopteri;Clupeiformes;Clupeidae;__;__,Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis japonicus,Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;__,Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus aspercephalus,Chordata;Actinopteri;Gadiformes;Moridae;Antimora;Antimora rostrata,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;Lepidion capensis,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;Lepidion ensiferus,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;__,Chordata;Actinopteri;Gadiformes;Moridae;Mora;Mora moro,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;Pseudophycis bachus,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;Pseudophycis barbata,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;__,Chordata;Actinopteri;Gadiformes;Moridae;__;__,Chordata;Actinopteri;Gadiformes;__;__;__,Chordata;Actinopteri;Gobiiformes;Eleotridae;Gobiomorphus;Gobiomorphus cotidianus,Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;Notolabrus fucicola,Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;__,Chordata;Actinopteri;Labriformes;Labridae;__;__,Chordata;Actinopteri;Lampriformes;Trachipteridae;Trachipterus;Trachipterus arcticus,Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;__,Chordata;Actinopteri;Myctophiformes;Myctophidae;Electrona;Electrona antarctica,Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus;__,Chordata;Actinopteri;NA;Dinopercidae;__;__,Chordata;Actinopteri;NA;Emmelichthyidae;Emmelichthys;Emmelichthys nitidus,Chordata;Actinopteri;NA;Siganidae;Siganus;Siganus luridus,Chordata;Actinopteri;NA;Siganidae;Siganus;__,Chordata;Actinopteri;NA;__;__;__,Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Genypterus;__,Chordata;Actinopteri;Perciformes;Parabembridae;Parabembras;__,Chordata;Actinopteri;Perciformes;Psychrolutidae;Cottunculus;Cottunculus thomsonii,Chordata;Actinopteri;Perciformes;Sebastidae;__;__,Chordata;Actinopteri;Perciformes;Triglidae;Chelidonichthys;__,Chordata;Actinopteri;Perciformes;Triglidae;Lepidotrigla;Lepidotrigla papilio,Chordata;Actinopteri;Perciformes;__;__;__,Chordata;Actinopteri;Scombriformes;Centrolophidae;Seriolella;__,Chordata;Actinopteri;Scombriformes;Centrolophidae;__;__,Chordata;Actinopteri;Scombriformes;Gempylidae;Thyrsites;Thyrsites atun,Chordata;Actinopteri;Scombriformes;Scombridae;Allothunnus;Allothunnus fallai,Chordata;Actinopteri;Syngnathiformes;Centriscidae;Macroramphosus;Macroramphosus scolopax,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus abdominalis,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;Vanacampus margaritifer,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;Vanacampus phillipi,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;__,Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis allporti,Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Kathetostoma;Kathetostoma canaster,Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Kathetostoma;Kathetostoma giganteum,Chordata;Actinopteri;__;__;__;__,Chordata;NA;Petromyzontiformes;Petromyzontidae;Lampetra;__,Chordata;__;__;__;__;__,Cnidaria;Scyphozoa;Semaeostomeae;Cyaneidae;Cyanea;__,Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Phacellophora;Phacellophora sp. NA,Echinodermata;Holothuroidea;Dendrochirotida;Heterothyonidae;Heterothyone;Heterothyone alba,Echinodermata;Holothuroidea;__;__;__;__,Echinodermata;__;__;__;__;__,Mollusca;Cephalopoda;Octopoda;Argonautidae;Argonauta;Argonauta nodosa,Mollusca;Cephalopoda;Octopoda;Octopodidae;Enteroctopus;Enteroctopus megalocyathus,Mollusca;Cephalopoda;Octopoda;Octopodidae;Macroctopus;Macroctopus maorum,Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;__,Mollusca;Cephalopoda;Teuthida;Cranchiidae;Teuthowenia;Teuthowenia megalops,Mollusca;Cephalopoda;Teuthida;Octopoteuthidae;__;__,Mollusca;Cephalopoda;Teuthida;Ommastrephidae;Nototodarus;__,Mollusca;Cephalopoda;Teuthida;Onychoteuthidae;Moroteuthopsis;Moroteuthopsis aff. ingens HEB-2018,Mollusca;Cephalopoda;Teuthida;__;__;__,Porifera;Demospongiae;Spongillida;Spongillidae;Eunapius;Eunapius subterraneus
S132,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,4720,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S133,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,186,0,0,2935,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S134,0,0,0,0,0,0,0,32,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,504,0,115,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,2330,0,1746,151,222,5096,0,0,17166,0,392,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
S135,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1183,0,0,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S136,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5279,0,0,4915,0,10,0,0,0,0,0,0,0,0,70,0,0,42,0,0,0
S137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,10062,0,0,13664,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
S138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,664,35,5550,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
S139,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713,0,0,0,0,0,0,0,0,565,0,0,4731,0,1768,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
S14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,528,1059,3316,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,39,0,0,0,13265,0,0,0,0,0,52,0,0,0,0,0,3050,0,0,153,0,0,0,0,0,0,0,0,0,0,12,0,0,0
S140,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1291,0,0,8283,0,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S141,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,0,2437,0,0,1628,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
S142,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,13,0,85,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3424,470,0,0,0,0,0,0,0,126,0,0,7919,0,364,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0
S143,0,0,0,0,0,0,0,0,0,0,0,22,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24792,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,378,0,117,362,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15579,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S146,0,0,0,0,0,0,0,148,0,0,0,3447,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,188,0,0,0,7,0,225,0,59,2993,0,0,9267,0,590,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
S147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,3588,0,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S148,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1654,31,559,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,27,0,0,0,0,0,0,0,0,0,25,0,0,21,0,1603,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
S149,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3909,0,0,8815,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S15,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,181,0,0,0,0,0,0,0,0,356,0,0,2903,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S150,0,0,0,0,0,0,0,339,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1411,0,0,11647,0,115,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
S151,0,0,0,0,0,0,0,14,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,34,0,0,0,0,0,7,0,0,485,0,0,2822,0,27,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0
S152,0,0,0,0,0,0,0,15,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,1172,0,405,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,9434,0,1345,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0
S153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,2894,0,44,0,0,0,0,0,0,0,0,56,0,0,70,0,0,0
S154,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,60,43,65,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3827,0,0,5796,0,115,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0
S156,0,0,0,0,0,0,0,1294,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,45,99,0,0,0,0,31,0,0,0,218,0,0,11270,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S158,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,335,0,0,2191,0,244,0,0,0,0,0,0,0,0,0,0,0,104,18,0,0
S159,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,87,0,0,0,0,0,0,0,0,879,0,0,15921,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S16,0,0,0,0,0,0,0,1869,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,335,0,0,8334,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S160,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,6013,0,149,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0
S161,0,0,0,0,0,0,0,148,0,0,0,61,0,0,0,0,21,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,416,112,0,0,0,0,0,0,0,1041,0,0,3532,0,82,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
S162,0,0,0,164,0,0,227,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,639,0,0,0,0,0,0,0,0,0,4060,0,326,266,0,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,69,34,117,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,410,0,336,0,85,1443,0,0,7998,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,160,0,0,39,1128,66,383,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3163,69,0,0,183,29,185,0,0,175,0,0,832,0,759,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,0
S165,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2737,0,0,0,0,0,0,0,0,56,0,0,1640,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S166,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,143,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,11129,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,229,0,163,0,0,1249,0,0,15458,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S168,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,28,0,212,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,250,181,0,0,0,0,0,8,0,0,309,0,0,314,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S169,0,0,0,0,0,0,124,120,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,215,0,0,0,0,0,0,0,0,0,4122,0,0,17255,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S17,0,0,0,0,0,0,0,293,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,591,43,245,570,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,2262,0,57,0,0,0,0,0,0,59,0,0,1455,0,3121,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S170,0,0,0,0,0,0,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,38,7239,0,12,0,0,0,0,0,0,567,0,0,11753,0,9560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
S172,0,0,0,0,0,0,0,285,16,0,0,0,0,0,328,0,0,0,0,0,0,0,0,356,23,184,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,121,0,0,0,0,0,302,0,0,973,0,15,14741,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S173,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,5,0,137,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,133,0,0,0,0,0,0,0,0,286,0,0,0,0,4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360,0,0,0,0,0,0,0,0,0,0,0,6368,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S175,0,0,0,0,0,0,0,9,0,0,0,0,0,0,366,0,0,5,0,0,0,0,0,322,0,110,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769,437,0,0,0,77,0,0,0,0,0,0,1212,0,1264,0,0,0,0,0,0,0,0,17,0,0,0,10,0,0
S176,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,23,0,0,0,0,0,0,0,0,2308,0,0,18353,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S177,0,0,0,0,0,0,0,54,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,256,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,0,0,9795,0,31,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
S178,0,0,0,0,0,0,32,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,430,0,0,3054,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S179,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,158,0,0,0,0,0,0,0,336,0,0,4161,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S18,0,0,0,0,0,0,194,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4755,0,0,6234,0,2077,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
S180,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6820,0,0,0,0,0,0,0,0,40,0,0,1931,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S181,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,20031,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S182,0,0,0,0,0,0,0,703,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,298,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,14180,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S183,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,240,0,0,0,0,0,0,177,76,86,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481,693,0,0,0,0,0,0,15,8072,0,0,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0
S184,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,246,0,0,0,0,0,0,0,0,3250,0,0,13439,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
S185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,5,0,0,0,0,531,0,0,6045,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S186,0,0,0,0,0,0,53,34,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,889,0,0,12793,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S187,0,0,0,0,0,0,0,96,0,0,0,3498,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,330,0,33,1917,0,0,18484,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S188,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,140,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,199,23,0,0,0,371,0,0,7593,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S189,0,0,0,0,0,0,0,616,0,0,0,15,0,0,2267,0,0,0,0,0,0,0,0,272,40,74,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,33,0,0,0,0,0,0,0,0,6882,0,0,13536,0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,337,49,0,205,0,0,0,0,0,0,1241,0,0,630,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S190,0,0,0,0,0,0,0,613,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1332,0,0,2169,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745,0,0,0,0,0,15,0,0,387,0,0,10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S192,0,0,0,0,0,0,0,36,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,236,0,0,3301,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S193,0,0,0,0,0,0,381,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,637,0,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
