index,Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;Argentina elongata,Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Forsterygion;Forsterygion lapillum,Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;__;__,Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis,Chordata;Actinopteri;Cichliformes;Cichlidae;Tylochromis;Tylochromis leonensis,Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus antipodum,Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus muelleri,Chordata;Actinopteri;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou,Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus aspercephalus,Chordata;Actinopteri;Gadiformes;Moridae;Antimora;Antimora rostrata,Chordata;Actinopteri;Gadiformes;Moridae;Auchenoceros;Auchenoceros punctatus,Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;Lepidion capensis,Chordata;Actinopteri;Gadiformes;Moridae;Mora;Mora moro,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;Pseudophycis bachus,Chordata;Actinopteri;Gadiformes;Moridae;Pseudophycis;Pseudophycis barbata,Chordata;Actinopteri;Labriformes;Labridae;Notolabrus;Notolabrus fucicola,Chordata;Actinopteri;Labriformes;Labridae;Pseudolabrus;Pseudolabrus miles,Chordata;Actinopteri;NA;Emmelichthyidae;Emmelichthys;Emmelichthys nitidus,Chordata;Actinopteri;NA;Emmelichthyidae;__;__,Chordata;Actinopteri;NA;__;__;__,Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Genypterus;__,Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;__,Chordata;Actinopteri;Perciformes;Sebastidae;__;__,Chordata;Actinopteri;Perciformes;Triglidae;Lepidotrigla;Lepidotrigla papilio,Chordata;Actinopteri;Perciformes;__;__;__,Chordata;Actinopteri;Percophidae;Hemerocoetes;Hemerocoetes homeseqclus1;__,Chordata;Actinopteri;Percophidae;Hemerocoetes;Hemerocoetes homeseqclus2;__,Chordata;Actinopteri;Percophidae;Hemerocoetes;Hemerocoetes homeseqclus3;__,Chordata;Actinopteri;Percophidae;Hemerocoetes;Hemerocoetes homeseqclus4;__,Chordata;Actinopteri;Scombriformes;Centrolophidae;Schedophilus;Schedophilus velaini,Chordata;Actinopteri;Scombriformes;Centrolophidae;Seriolella;Seriolella brama,Chordata;Actinopteri;Scombriformes;Centrolophidae;Seriolella;__,Chordata;Actinopteri;Scombriformes;Centrolophidae;__;__,Chordata;Actinopteri;Scombriformes;Gempylidae;Thyrsites;Thyrsites atun,Chordata;Actinopteri;Scorpaeniformes;Congiopodidae;Congiopodus;__,Chordata;Actinopteri;Syngnathiformes;Centriscidae;Macroramphosus;Macroramphosus scolopax,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus abdominalis,Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Vanacampus;Vanacampus margaritifer,Chordata;Actinopteri;Trachiniformes;Pinguipedidae;Parapercis;Parapercis colias,Chordata;Actinopteri;Uranoscopiformes;Pinguipedidae;Parapercis;Parapercis allporti,Chordata;Actinopteri;Uranoscopiformes;Uranoscopidae;Kathetostoma;Kathetostoma giganteum,Date,Samplequality,Breedingregion,Breedinglocation,Nestnumber,IndividualID,Ageclass,Statusof_bird1617,Time,Sex
S175,0.0,0.0,0.0,0.0,0.0,337.0,0.0,10.0,5.0,0.0,995.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10593.0,676.0,3160.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,9.0,0.0,0.0,19/12/16,Latrine,Catlins,Penguin_Bay,RR6,NA,Chick,Breeding,Post-guard,U
S176,78.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,323.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18910.0,0.0,0.0,17/11/16,Latrine,North_Otago,Bobby's_Head,TAV1,NA,Chick,Breeding,Guard,U
S177,61.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,154.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,5.0,0.0,8.0,10191.0,0.0,0.0,13/11/16,Latrine,Otago_Peninsula,Aramoana,MY1,NA,Chick,Breeding,Guard,U
S178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,342.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3053.0,0.0,0.0,26/01/17,Latrine,Otago_Peninsula,Otapahi,OT4,NA,Chick,Breeding,Post-guard,U
S179,73.0,0.0,19.0,0.0,0.0,12.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,171.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278.0,0.0,0.0,10/12/16,Latrine,Catlins,Hina_Hina_Cove,BB5,NA,Chick,Breeding,Post-guard,U
S18,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,5248.0,0.0,0.0,20/02/17,Fresh,Otago_Peninsula,Otapahi,OT3,19893,Adult,Breeding,Pre-moult,M
S180,0.0,0.0,0.0,0.0,0.0,1641.0,0.0,0.0,0.0,0.0,637.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,7750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11/11/16,Latrine,Catlins,Hina_Hina_Cove,CW3,NA,Chick,Breeding,Guard,U
S181,51.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,72.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,20625.0,0.0,0.0,16/08/17,Latrine,Catlins,Long_Point,NA,NA,Adult,Unknown,Pre-egg,U
S182,1853.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,38.0,13449.0,0.0,0.0,8/07/17,Latrine,Catlins,Penguin_Bay,NA,NA,Adult,Unknown,Post-moult,U
S183,6.0,0.0,4.0,0.0,0.0,0.0,0.0,416.0,0.0,6.0,10.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,792.0,1939.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5483.0,2299.0,0.0,10/12/16,Latrine,Catlins,Penguin_Bay,BB7,NA,Chick,Breeding,Post-guard,U
S184,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,8.0,24.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13756.0,0.0,0.0,26/11/16,Latrine,North_Otago,Katiki_Point,KP93,NA,Chick,Breeding,Guard,U
S185,11.0,0.0,0.0,0.0,0.0,676.0,2073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,11.0,6234.0,0.0,0.0,30/10/16,Latrine,North_Otago,Bobby's_Head,TAV1,NA,Chick,Breeding,Guard,U
S186,219.0,0.0,731.0,0.0,0.0,90.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,7.0,12988.0,0.0,0.0,13/11/16,Latrine,Otago_Peninsula,Aramoana,MY2,NA,Chick,Breeding,Guard,U
S187,20.0,0.0,3807.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,78.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,70.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,19083.0,0.0,0.0,11/12/16,Latrine,Otago_Peninsula,Otapahi,OT6,NA,Chick,Breeding,Post-guard,U
S188,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,71.0,7760.0,0.0,0.0,2/11/16,Latrine,Otago_Peninsula,Sandymount,JW2,NA,Chick,Breeding,Guard,U
S189,1541.0,0.0,0.0,0.0,0.0,2248.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2585.0,0.0,4305.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12437.0,0.0,0.0,16/08/17,Latrine,Catlins,Long_Point,NA,NA,Adult,Unknown,Pre-egg,U
S19,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,191.0,94.0,0.0,0.0,0.0,357.0,0.0,0.0,8/02/17,Fresh,Catlins,Long_Point,MY12,NA,Chick,Breeding,Post-guard,U
S190,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,104.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,902.0,0.0,8/07/17,Latrine,Catlins,Penguin_Bay,NA,NA,Adult,Unknown,Post-moult,U
S191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,41.0,0.0,0.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,36.0,7.0,0.0,3083.0,0.0,0.0,0.0,0.0,166.0,0.0,14.0,10680.0,0.0,0.0,10/12/16,Latrine,Catlins,Penguin_Bay,SQP5,NA,Chick,Breeding,Post-guard,U
S192,7.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,3345.0,0.0,0.0,1/11/16,Latrine,Otago_Peninsula,Aramoana,MY2,NA,Chick,Breeding,Guard,U
S193,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,1790.0,0.0,0.0,18/12/16,Latrine,Otago_Peninsula,Otapahi,OT4,NA,Chick,Breeding,Post-guard,U
S194,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,65.0,0.0,0.0,81.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,393.0,375.0,1555.0,0.0,0.0,0.0,32.0,10.0,0.0,5.0,11517.0,0.0,0.0,8/12/16,Latrine,Catlins,Long_Point,MY13,NA,Chick,Breeding,Post-guard,U
S195,74.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,34.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2809.0,223.0,0.0,19/12/16,Latrine,Catlins,Penguin_Bay,BB7,NA,Chick,Breeding,Post-guard,U
S196,105.0,0.0,338.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11968.0,0.0,0.0,13/12/16,Latrine,Otago_Peninsula,Aramoana,MY2,NA,Chick,Breeding,Post-guard,U
S197,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,185.0,0.0,79.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,3515.0,0.0,0.0,1/11/16,Latrine,Otago_Peninsula,Aramoana,MY1,NA,Chick,Breeding,Guard,U
S198,0.0,0.0,6112.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,37.0,371.0,0.0,0.0,0.0,20.0,0.0,0.0,59.0,12880.0,0.0,0.0,11/12/16,Latrine,Otago_Peninsula,Otapahi,OT3,NA,Chick,Breeding,Guard,U
S199,279.0,0.0,818.0,0.0,0.0,29.0,0.0,91.0,0.0,40.0,978.0,0.0,36.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,0.0,1305.0,8276.0,2191.0,8335.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2393.0,0.0,0.0,19/12/16,Latrine,Catlins,Hina_Hina_Cove,BB5,NA,Chick,Breeding,Post-guard,U
S2,93.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,0.0,15.0,0.0,64.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,8583.0,0.0,0.0,19/04/17,Latrine,North_Otago,Katiki_Point,NA,NA,Adult,Unknown,Post-moult,U
S20,3571.0,0.0,297.0,0.0,0.0,97.0,139.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,391.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,101310.0,0.0,1148.0,60.0,0.0,320.0,0.0,0.0,1989.0,3911.0,0.0,22.0,34.0,71061.0,0.0,0.0,19/04/17,Latrine,North_Otago,Katiki_Point,NA,NA,Adult,Unknown,Post-moult,U
S200,286.0,0.0,0.0,0.0,0.0,340.0,537.0,0.0,0.0,0.0,908.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,457.0,167.0,0.0,0.0,0.0,88.0,0.0,0.0,16/08/17,Latrine,Catlins,Long_Point,NA,NA,Adult,Unknown,Pre-egg,U
S202,0.0,0.0,0.0,0.0,0.0,20.0,0.0,23.0,0.0,0.0,16.0,0.0,0.0,498.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,29.0,0.0,830.0,4789.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,1413.0,47.0,0.0,19/12/16,Latrine,Catlins,Penguin_Bay,MEL1,NA,Chick,Breeding,Post-guard,U
S203,21.0,14.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,12944.0,0.0,0.0,21/11/16,Latrine,North_Otago,Bobby's_Head,TAV1,NA,Chick,Breeding,Guard,U
S204,970.0,0.0,36.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,15174.0,0.0,0.0,29/11/16,Latrine,Otago_Peninsula,Aramoana,MY2,NA,Chick,Breeding,Guard,U
S205,8.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,59.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,0.0,0.0,26/01/17,Latrine,Otago_Peninsula,Otapahi,OT5,NA,Chick,Breeding,Post-guard,U
S207,8.0,0.0,79.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,49.0,13.0,0.0,12.0,0.0,0.0,0.0,16.0,102.0,0.0,18.0,13674.0,0.0,0.0,9/11/16,Latrine,Otago_Peninsula,Otapahi,OT4,NA,Chick,Breeding,Guard,U
S208,47.0,0.0,0.0,0.0,8.0,2915.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6032.0,0.0,0.0,18/11/16,Latrine,Catlins,Nugget_Point,RR3,NA,Chick,Breeding,Guard,U
S21,1050.0,0.0,30.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.0,0.0,79.0,451.0,0.0,80.0,0.0,0.0,7.0,749.0,0.0,0.0,21.0,1935.0,106.0,0.0,9/02/17,Fresh,Catlins,Cosgrove_Creek,CCTW1,NA,Chick,Breeding,Post-guard,U
S210,54.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,21997.0,0.0,0.0,12/05/17,Fresh,Otago_Peninsula,Otapahi,NA,982000063620187,Adult,Non-breeding,Post-moult,M
S211,129.0,0.0,0.0,0.0,0.0,199.0,241.0,0.0,0.0,0.0,70.0,0.0,0.0,8878.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,180.0,0.0,0.0,16/08/17,Latrine,Catlins,Nugget_Point,NA,NA,Adult,Unknown,Pre-egg,U
S212,147.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,4299.0,0.0,0.0,0.0,46.0,0.0,0
