sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-445_iter-1,depth-445_iter-2,depth-445_iter-3,depth-445_iter-4,depth-445_iter-5,depth-445_iter-6,depth-445_iter-7,depth-445_iter-8,depth-445_iter-9,depth-445_iter-10,depth-889_iter-1,depth-889_iter-2,depth-889_iter-3,depth-889_iter-4,depth-889_iter-5,depth-889_iter-6,depth-889_iter-7,depth-889_iter-8,depth-889_iter-9,depth-889_iter-10,depth-1334_iter-1,depth-1334_iter-2,depth-1334_iter-3,depth-1334_iter-4,depth-1334_iter-5,depth-1334_iter-6,depth-1334_iter-7,depth-1334_iter-8,depth-1334_iter-9,depth-1334_iter-10,depth-1778_iter-1,depth-1778_iter-2,depth-1778_iter-3,depth-1778_iter-4,depth-1778_iter-5,depth-1778_iter-6,depth-1778_iter-7,depth-1778_iter-8,depth-1778_iter-9,depth-1778_iter-10,depth-2222_iter-1,depth-2222_iter-2,depth-2222_iter-3,depth-2222_iter-4,depth-2222_iter-5,depth-2222_iter-6,depth-2222_iter-7,depth-2222_iter-8,depth-2222_iter-9,depth-2222_iter-10,depth-2667_iter-1,depth-2667_iter-2,depth-2667_iter-3,depth-2667_iter-4,depth-2667_iter-5,depth-2667_iter-6,depth-2667_iter-7,depth-2667_iter-8,depth-2667_iter-9,depth-2667_iter-10,depth-3111_iter-1,depth-3111_iter-2,depth-3111_iter-3,depth-3111_iter-4,depth-3111_iter-5,depth-3111_iter-6,depth-3111_iter-7,depth-3111_iter-8,depth-3111_iter-9,depth-3111_iter-10,depth-3555_iter-1,depth-3555_iter-2,depth-3555_iter-3,depth-3555_iter-4,depth-3555_iter-5,depth-3555_iter-6,depth-3555_iter-7,depth-3555_iter-8,depth-3555_iter-9,depth-3555_iter-10,depth-4000_iter-1,depth-4000_iter-2,depth-4000_iter-3,depth-4000_iter-4,depth-4000_iter-5,depth-4000_iter-6,depth-4000_iter-7,depth-4000_iter-8,depth-4000_iter-9,depth-4000_iter-10,Subject,BodySite,DaysSinceExperimentStart
S49,1,1,1,1,1,1,1,1,1,1,35.0,38.0,36.0,39.0,35.0,38.0,35.0,36.0,35.0,35.0,37.0,39.0,38.0,37.0,37.0,38.0,39.0,38.0,38.0,37.0,38.0,39.0,38.0,37.0,39.0,39.0,38.0,38.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,NA,NA,NA
S5,1,1,1,1,1,1,1,1,1,1,36.0,36.0,34.0,36.0,37.0,38.0,36.0,36.0,36.0,36.0,38.0,37.0,38.0,40.0,41.0,38.0,38.0,39.0,38.0,40.0,41.0,41.0,39.0,43.0,39.0,40.0,41.0,41.0,43.0,39.0,42.0,41.0,39.0,40.0,42.0,43.0,41.0,40.0,40.0,41.0,41.0,41.0,42.0,39.0,40.0,42.0,42.0,44.0,43.0,42.0,42.0,42.0,44.0,41.0,43.0,42.0,42.0,43.0,44.0,43.0,44.0,43.0,42.0,42.0,42.0,43.0,43.0,42.0,42.0,42.0,44.0,41.0,43.0,43.0,41.0,43.0,43.0,42.0,42.0,41.0,42.0,43.0,44.0,43.0,44.0,44.0,44.0,44.0,43.0,42.0,NA,NA,NA
S50,1,1,1,1,1,1,1,1,1,1,26.0,28.0,26.0,26.0,27.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,26.0,26.0,27.0,27.0,26.0,27.0,26.0,28.0,27.0,27.0,28.0,26.0,28.0,27.0,28.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,28.0,28.0,28.0,27.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,NA,NA,NA
S51,1,1,1,1,1,1,1,1,1,1,12.0,8.0,12.0,12.0,10.0,11.0,14.0,12.0,11.0,11.0,16.0,15.0,13.0,14.0,14.0,13.0,13.0,15.0,15.0,12.0,15.0,15.0,16.0,14.0,15.0,14.0,16.0,17.0,14.0,14.0,13.0,18.0,17.0,18.0,18.0,18.0,17.0,15.0,15.0,16.0,17.0,16.0,18.0,16.0,17.0,17.0,18.0,17.0,17.0,14.0,17.0,18.0,19.0,17.0,18.0,20.0,19.0,18.0,17.0,19.0,17.0,18.0,19.0,17.0,20.0,17.0,15.0,18.0,17.0,18.0,18.0,16.0,17.0,19.0,18.0,18.0,19.0,17.0,18.0,17.0,17.0,17.0,18.0,18.0,17.0,19.0,17.0,20.0,18.0,20.0,NA,NA,NA
S52,1,1,1,1,1,1,1,1,1,1,40.0,38.0,38.0,41.0,38.0,40.0,41.0,40.0,39.0,40.0,40.0,40.0,41.0,42.0,39.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,41.0,42.0,41.0,41.0,41.0,40.0,41.0,41.0,41.0,42.0,42.0,41.0,41.0,42.0,41.0,42.0,42.0,42.0,41.0,41.0,41.0,42.0,42.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,42.0,41.0,42.0,41.0,42.0,42.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,41.0,41.0,42.0,41.0,42.0,41.0,41.0,42.0,42.0,42.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,NA,NA,NA
S53,1,1,1,1,1,1,1,1,1,1,37.0,39.0,40.0,37.0,37.0,39.0,40.0,42.0,39.0,41.0,42.0,42.0,42.0,42.0,43.0,39.0,39.0,43.0,42.0,40.0,43.0,43.0,42.0,44.0,44.0,43.0,41.0,41.0,44.0,44.0,44.0,45.0,44.0,44.0,44.0,45.0,45.0,45.0,43.0,43.0,44.0,44.0,43.0,45.0,45.0,45.0,43.0,44.0,43.0,44.0,44.0,42.0,44.0,44.0,45.0,43.0,45.0,45.0,45.0,44.0,44.0,45.0,44.0,45.0,45.0,45.0,45.0,43.0,44.0,44.0,44.0,45.0,44.0,44.0,44.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,45.0,44.0,44.0,NA,NA,NA
S54,1,1,1,1,1,1,1,1,1,1,33.0,33.0,32.0,33.0,33.0,28.0,36.0,36.0,30.0,37.0,37.0,38.0,35.0,36.0,36.0,35.0,35.0,35.0,36.0,36.0,38.0,38.0,39.0,37.0,37.0,38.0,37.0,38.0,38.0,36.0,40.0,38.0,39.0,39.0,38.0,39.0,39.0,40.0,39.0,38.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,39.0,39.0,39.0,39.0,40.0,39.0,40.0,39.0,39.0,39.0,39.0,40.0,39.0,40.0,40.0,39.0,39.0,40.0,39.0,39.0,40.0,40.0,40.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,39.0,40.0,39.0,39.0,40.0,40.0,NA,NA,NA
S55,1,1,1,1,1,1,1,1,1,1,44.0,47.0,43.0,42.0,42.0,46.0,43.0,44.0,46.0,46.0,46.0,49.0,49.0,48.0,49.0,48.0,47.0,48.0,50.0,45.0,50.0,50.0,47.0,49.0,50.0,50.0,49.0,48.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,NA,NA,NA
S56,1,1,1,1,1,1,1,1,1,1,50.0,51.0,49.0,51.0,49.0,49.0,50.0,52.0,52.0,49.0,55.0,58.0,53.0,57.0,54.0,56.0,53.0,53.0,56.0,54.0,54.0,57.0,57.0,57.0,56.0,56.0,55.0,57.0,56.0,57.0,57.0,59.0,58.0,57.0,58.0,58.0,56.0,57.0,57.0,59.0,56.0,58.0,59.0,59.0,56.0,58.0,57.0,59.0,57.0,58.0,57.0,57.0,61.0,60.0,59.0,59.0,60.0,57.0,59.0,60.0,58.0,56.0,58.0,60.0,58.0,58.0,59.0,59.0,60.0,59.0,60.0,59.0,58.0,60.0,60.0,61.0,59.0,60.0,60.0,61.0,59.0,60.0,61.0,59.0,61.0,58.0,59.0,61.0,60.0,60.0,NA,NA,NA
S57,1,1,1,1,1,1,1,1,1,1,43.0,48.0,47.0,43.0,45.0,43.0,44.0,47.0,46.0,44.0,47.0,48.0,45.0,48.0,46.0,47.0,48.0,49.0,47.0,49.0,51.0,50.0,51.0,49.0,50.0,48.0,48.0,50.0,50.0,51.0,51.0,49.0,49.0,49.0,48.0,50.0,48.0,50.0,48.0,50.0,50.0,49.0,48.0,51.0,49.0,51.0,50.0,50.0,49.0,50.0,50.0,49.0,51.0,51.0,51.0,51.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,49.0,50.0,51.0,51.0,50.0,51.0,51.0,NA,NA,NA
S58,1,1,1,1,1,1,1,1,1,1,39.0,38.0,34.0,34.0,37.0,35.0,36.0,39.0,38.0,39.0,41.0,39.0,38.0,40.0,40.0,40.0,38.0,41.0,39.0,40.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,39.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,41.0,39.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,41.0,40.0,41.0,41.0,41.0,39.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,NA,NA,NA
S59,1,1,1,1,1,1,1,1,1,1,15.0,13.0,11.0,13.0,14.0,14.0,14.0,13.0,13.0,14.0,15.0,14.0,15.0,15.0,13.0,15.0,15.0,15.0,14.0,13.0,18.0,16.0,16.0,16.0,15.0,15.0,16.0,17.0,15.0,15.0,16.0,18.0,17.0,17.0,18.0,17.0,18.0,17.0,15.0,17.0,16.0,15.0,14.0,17.0,16.0,17.0,17.0,17.0,16.0,17.0,18.0,17.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,18.0,16.0,18.0,18.0,16.0,18.0,17.0,17.0,16.0,18.0,18.0,17.0,16.0,18.0,16.0,18.0,16.0,17.0,18.0,17.0,15.0,18.0,17.0,17.0,18.0,18.0,17.0,17.0,18.0,NA,NA,NA
S6,1,1,1,1,1,1,1,1,1,1,24.0,23.0,23.0,26.0,22.0,22.0,24.0,24.0,20.0,24.0,25.0,25.0,25.0,24.0,27.0,29.0,26.0,24.0,27.0,26.0,27.0,28.0,28.0,25.0,29.0,28.0,28.0,25.0,27.0,27.0,29.0,29.0,28.0,27.0,30.0,29.0,27.0,30.0,25.0,27.0,28.0,31.0,29.0,27.0,28.0,28.0,25.0,30.0,30.0,30.0,30.0,28.0,31.0,29.0,28.0,26.0,27.0,28.0,29.0,29.0,28.0,31.0,29.0,30.0,29.0,28.0,29.0,29.0,29.0,30.0,30.0,30.0,31.0,31.0,29.0,31.0,29.0,31.0,29.0,31.0,30.0,31.0,30.0,30.0,30.0,30.0,29.0,31.0,30.0,28.0,NA,NA,NA
S60,1,1,1,1,1,1,1,1,1,1,27.0,28.0,29.0,24.0,25.0,26.0,24.0,25.0,24.0,28.0,27.0,26.0,29.0,26.0,28.0,28.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,30.0,30.0,29.0,28.0,30.0,30.0,29.0,30.0,28.0,30.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,28.0,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,NA,NA,NA
S61,1,1,1,1,1,1,1,1,1,1,18.0,17.0,19.0,17.0,18.0,21.0,18.0,18.0,18.0,19.0,19.0,20.0,21.0,21.0,20.0,21.0,20.0,19.0,18.0,20.0,21.0,20.0,21.0,21.0,21.0,20.0,19.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,21.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,20.0,21.0,20.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,NA,NA,NA
S62,1,1,1,1,1,1,1,1,1,1,8.0,9.0,10.0,8.0,11.0,8.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,11.0,11.0,10.0,10.0,9.0,11.0,10.0,11.0,9.0,10.0,11.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,NA,NA,NA
S63,1,1,1,1,1,1,1,1,1,1,49.0,52.0,48.0,48.0,48.0,46.0,47.0,51.0,48.0,48.0,52.0,53.0,53.0,48.0,52.0,53.0,53.0,52.0,49.0,55.0,54.0,54.0,55.0,52.0,53.0,53.0,55.0,53.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,53.0,55.0,54.0,55.0,54.0,53.0,55.0,54.0,53.0,55.0,55.0,54.0,53.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,55.0,55.0,54.0,54.0,55.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,NA,NA,NA
S64,1,1,1,1,1,1,1,1,1,1,31.0,28.0,29.0,32.0,29.0,28.0,26.0,33.0,30.0,29.0,33.0,30.0,30.0,33.0,34.0,33.0,33.0,32.0,32.0,34.0,33.0,33.0,34.0,34.0,35.0,34.0,35.0,33.0,34.0,34.0,34.0,35.0,35.0,34.0,33.0,34.0,35.0,35.0,35.0,35.0,34.0,35.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,35.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,35.0,34.0,35.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,NA,NA,NA
S65,1,1,1,1,1,1,1,1,1,1,52.0,55.0,53.0,54.0,52.0,55.0,52.0,53.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,54.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,NA,NA,NA
S66,1,1,1,1,1,1,1,1,1,1,29.0,28.0,28.0,29.0,30.0,28.0,31.0,30.0,29.0,30.0,31.0,31.0,33.0,32.0,32.0,31.0,31.0,31.0,31.0,30.0,32.0,33.0,29.0,32.0,33.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,33.0,32.0,33.0,32.0,33.0,32.0,32.0,33.0,32.0,33.0,32.0,32.0,31.0,33.0,33.0,33.0,32.0,32.0,33.0,32.0,33.0,32.0,32.0,32.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,31.0,32.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,33.0,33.0,NA,NA,NA
S67,1,1,1,1,1,1,1,1,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,NA,NA,NA
S68,1,1,1,1,1,1,1,1,1,1,24.0,25.0,23.0,22.0,23.0,21.0,24.0,26.0,24.0,21.0,29.0,25.0,30.0,30.0,23.0,29.0,26.0,29.0,27.0,27.0,29.0,28.0,29.0,28.0,30.0,29.0,30.0,30.0,30.0,31.0,29.0,29.0,31.0,31.0,31.0,28.0,30.0,30.0,29.0,31.0,32.0,31.0,31.0,30.0,31.0,31.0,31.0,32.0,29.0,32.0,31.0,31.0,30.0,31.0,30.0,31.0,32.0,30.0,28.0,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,31.0,32.0,31.0,29.0,31.0,30.0,32.0,32.0,31.0,32.0,32.0,31.0,31.0,32.0,31.0,30.0,32.0,32.0,31.0,31.0,32.0,32.0,NA,NA,NA
S69,1,1,1,1,1,1,1,1,1,1,35.0,33.0,33.0,33.0,38.0,36.0,37.0,35.0,33.0,35.0,37.0,38.0,37.0,36.0,37.0,37.0,37.0,36.0,40.0,36.0,37.0,40.0,36.0,40.0,40.0,37.0,40.0,38.0,38.0,36.0,39.0,40.0,38.0,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0,39.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,38.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,NA,NA,NA
S7,1,1,1,1,1,1,1,1,1,1,30.0,32.0,28.0,27.0,26.0,28.0,28.0,30.0,28.0,29.0,31.0,32.0,33.0,30.0,34.0,33.0,32.0,31.0,32.0,29.0,31.0,32.0,33.0,35.0,33.0,34.0,36.0,34.0,33.0,34.0,35.0,34.0,36.0,33.0,34.0,34.0,33.0,36.0,33.0,34.0,35.0,34.0,33.0,33.0,34.0,34.0,34.0,34.0,36.0,34.0,34.0,36.0,36.0,35.0,35.0,34.0,35.0,35.0,35.0,36.0,35.0,35.0,36.0,34.0,35.0,36.0,35.0,35.0,36.0,34.0,34.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,34.0,36.0,35.0,35.0,36.0,36.0,36.0,36.0,34.0,NA,NA,NA
S70,1,1,1,1,1,1,1,1,1,1,46.0,41.0,49.0,45.0,43.0,41.0,42.0,42.0,48.0,48.0,50.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,46.0,51.0,52.0,52.0,51.0,50.0,50.0,51.0,52.0,50.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,50.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,NA,NA,NA
S71,1,1,1,1,1,1,1,1,1,1,46.0,48.0,48.0,47.0,47.0,47.0,48.0,47.0,48.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,NA,NA,NA
S72,1,1,1,1,1,1,1,1,1,1,40.0,40.0,44.0,39.0,38.0,41.0,42.0,35.0,35.0,38.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,47.0,46.0,44.0,45.0,48.0,45.0,47.0,47.0,47.0,47.0,46.0,46.0,47.0,48.0,47.0,47.0,46.0,47.0,48.0,46.0,47.0,48.0,47.0,47.0,48.0,49.0,48.0,48.0,47.0,46.0,48.0,47.0,47.0,48.0,47.0,47.0,49.0,47.0,48.0,48.0,47.0,48.0,49.0,49.0,49.0,48.0,48.0,49.0,49.0,48.0,49.0,47.0,49.0,48.0,48.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0,48.0,49.0,47.0,48.0,48.0,49.0,49.0,48.0,NA,NA,NA
S73,1,1,1,1,1,1,1,1,1,1,26.0,26.0,25.0,21.0,26.0,26.0,25.0,23.0,23.0,25.0,28.0,29.0,27.0,28.0,26.0,27.0,30.0,26.0,28.0,28.0,28.0,30.0,28.0,27.0,29.0,29.0,28.0,29.0,28.0,27.0,29.0,30.0,29.0,29.0,30.0,29.0,28.0,30.0,29.0,29.0,30.0,30.0,28.0,29.0,29.0,30.0,28.0,29.0,29.0,29.0,30.0,29.0,30.0,29.0,29.0,29.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0,29.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,30.0,NA,NA,NA
S74,1,1,1,1,1,1,1,1,1,1,35.0,33.0,31.0,31.0,32.0,33.0,31.0,29.0,33.0,36.0,38.0,39.0,33.0,41.0,34.0,40.0,38.0,38.0,36.0,38.0,42.0,39.0,39.0,41.0,40.0,39.0,38.0,40.0,41.0,39.0,38.0,40.0,41.0,40.0,40.0,40.0,41.0,41.0,41.0,42.0,42.0,41.0,40.0,41.0,41.0,42.0,41.0,41.0,42.0,42.0,42.0,41.0,42.0,40.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,41.0,42.0,41.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,NA,NA,NA
S75,1,1,1,1,1,1,1,1,1,1,26.0,26.0,25.0,24.0,25.0,26.0,26.0,25.0,24.0,24.0,26.0,27.0,27.0,27.0,25.0,26.0,27.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,NA,NA,NA
S76,1,1,1,1,1,1,1,1,1,1,48.0,49.0,48.0,48.0,49.0,48.0,47.0,49.0,48.0,48.0,50.0,51.0,50.0,49.0,51.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,51.0,51.0,51.0,50.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,NA,NA,NA
S77,1,1,1,1,1,1,1,1,1,1,14.0,15.0,14.0,13.0,14.0,15.0,14.0,15.0,13.0,13.0,14.0,15.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,14.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,NA,NA,NA
S78,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
