sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-445_iter-1,depth-445_iter-2,depth-445_iter-3,depth-445_iter-4,depth-445_iter-5,depth-445_iter-6,depth-445_iter-7,depth-445_iter-8,depth-445_iter-9,depth-445_iter-10,depth-889_iter-1,depth-889_iter-2,depth-889_iter-3,depth-889_iter-4,depth-889_iter-5,depth-889_iter-6,depth-889_iter-7,depth-889_iter-8,depth-889_iter-9,depth-889_iter-10,depth-1334_iter-1,depth-1334_iter-2,depth-1334_iter-3,depth-1334_iter-4,depth-1334_iter-5,depth-1334_iter-6,depth-1334_iter-7,depth-1334_iter-8,depth-1334_iter-9,depth-1334_iter-10,depth-1778_iter-1,depth-1778_iter-2,depth-1778_iter-3,depth-1778_iter-4,depth-1778_iter-5,depth-1778_iter-6,depth-1778_iter-7,depth-1778_iter-8,depth-1778_iter-9,depth-1778_iter-10,depth-2222_iter-1,depth-2222_iter-2,depth-2222_iter-3,depth-2222_iter-4,depth-2222_iter-5,depth-2222_iter-6,depth-2222_iter-7,depth-2222_iter-8,depth-2222_iter-9,depth-2222_iter-10,depth-2667_iter-1,depth-2667_iter-2,depth-2667_iter-3,depth-2667_iter-4,depth-2667_iter-5,depth-2667_iter-6,depth-2667_iter-7,depth-2667_iter-8,depth-2667_iter-9,depth-2667_iter-10,depth-3111_iter-1,depth-3111_iter-2,depth-3111_iter-3,depth-3111_iter-4,depth-3111_iter-5,depth-3111_iter-6,depth-3111_iter-7,depth-3111_iter-8,depth-3111_iter-9,depth-3111_iter-10,depth-3555_iter-1,depth-3555_iter-2,depth-3555_iter-3,depth-3555_iter-4,depth-3555_iter-5,depth-3555_iter-6,depth-3555_iter-7,depth-3555_iter-8,depth-3555_iter-9,depth-3555_iter-10,depth-4000_iter-1,depth-4000_iter-2,depth-4000_iter-3,depth-4000_iter-4,depth-4000_iter-5,depth-4000_iter-6,depth-4000_iter-7,depth-4000_iter-8,depth-4000_iter-9,depth-4000_iter-10,Subject,BodySite,DaysSinceExperimentStart
S79,1,1,1,1,1,1,1,1,1,1,32.0,36.0,34.0,34.0,33.0,36.0,34.0,37.0,35.0,32.0,37.0,38.0,37.0,37.0,39.0,37.0,37.0,38.0,36.0,35.0,39.0,39.0,37.0,39.0,38.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,38.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,NA,NA,NA
S8,1,1,1,1,1,1,1,1,1,1,58.0,55.0,54.0,56.0,55.0,54.0,56.0,55.0,53.0,58.0,58.0,59.0,59.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,NA,NA,NA
S80,1,1,1,1,1,1,1,1,1,1,41.0,40.0,46.0,44.0,44.0,40.0,42.0,45.0,39.0,41.0,49.0,48.0,49.0,49.0,47.0,47.0,49.0,49.0,48.0,45.0,49.0,49.0,50.0,49.0,50.0,49.0,48.0,49.0,47.0,47.0,49.0,50.0,50.0,50.0,50.0,49.0,48.0,49.0,50.0,49.0,50.0,49.0,50.0,50.0,50.0,48.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,NA,NA,NA
S81,1,1,1,1,1,1,1,1,1,1,24.0,23.0,21.0,23.0,24.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,NA,NA,NA
S82,1,1,1,1,1,1,1,1,1,1,56.0,53.0,53.0,54.0,53.0,54.0,54.0,56.0,58.0,52.0,60.0,58.0,57.0,60.0,59.0,58.0,61.0,57.0,60.0,59.0,60.0,62.0,61.0,63.0,61.0,61.0,57.0,62.0,60.0,61.0,60.0,63.0,64.0,62.0,63.0,60.0,64.0,60.0,62.0,63.0,64.0,61.0,64.0,63.0,64.0,63.0,62.0,61.0,63.0,63.0,63.0,63.0,64.0,63.0,64.0,62.0,64.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.0,64.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,63.0,64.0,64.0,62.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,NA,NA,NA
S83,1,1,1,1,1,1,1,1,1,1,26.0,26.0,29.0,26.0,27.0,30.0,31.0,27.0,27.0,26.0,31.0,30.0,34.0,31.0,29.0,32.0,27.0,30.0,31.0,33.0,33.0,34.0,30.0,31.0,35.0,31.0,31.0,30.0,33.0,33.0,33.0,33.0,34.0,34.0,33.0,32.0,34.0,34.0,33.0,32.0,34.0,35.0,35.0,34.0,31.0,33.0,35.0,34.0,34.0,35.0,36.0,34.0,34.0,34.0,34.0,34.0,35.0,34.0,35.0,34.0,35.0,33.0,34.0,34.0,33.0,35.0,36.0,34.0,35.0,35.0,34.0,34.0,34.0,34.0,34.0,36.0,34.0,33.0,36.0,36.0,36.0,36.0,35.0,36.0,34.0,34.0,35.0,35.0,36.0,35.0,NA,NA,NA
S84,1,1,1,1,1,1,1,1,1,1,28.0,26.0,25.0,24.0,23.0,30.0,31.0,30.0,23.0,26.0,34.0,27.0,33.0,29.0,29.0,35.0,31.0,27.0,34.0,31.0,38.0,34.0,32.0,35.0,35.0,41.0,37.0,36.0,37.0,36.0,35.0,36.0,40.0,37.0,39.0,38.0,36.0,37.0,36.0,35.0,37.0,38.0,42.0,34.0,38.0,36.0,36.0,37.0,39.0,39.0,40.0,37.0,40.0,39.0,37.0,40.0,38.0,38.0,40.0,40.0,39.0,37.0,41.0,41.0,38.0,41.0,41.0,42.0,42.0,42.0,39.0,40.0,42.0,39.0,43.0,40.0,42.0,42.0,42.0,43.0,40.0,40.0,39.0,41.0,39.0,41.0,40.0,40.0,40.0,43.0,NA,NA,NA
S85,1,1,1,1,1,1,1,1,1,1,20.0,20.0,19.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
S86,1,1,1,1,1,1,1,1,1,1,21.0,24.0,23.0,20.0,22.0,24.0,22.0,24.0,22.0,24.0,29.0,33.0,34.0,29.0,27.0,26.0,28.0,31.0,30.0,24.0,35.0,32.0,33.0,36.0,34.0,38.0,34.0,34.0,31.0,35.0,35.0,40.0,36.0,42.0,39.0,38.0,37.0,41.0,42.0,37.0,42.0,40.0,44.0,44.0,40.0,41.0,42.0,41.0,42.0,41.0,42.0,44.0,43.0,42.0,41.0,46.0,44.0,42.0,44.0,41.0,44.0,49.0,44.0,44.0,50.0,42.0,47.0,50.0,45.0,43.0,51.0,50.0,52.0,46.0,48.0,48.0,50.0,45.0,49.0,45.0,45.0,48.0,44.0,46.0,45.0,51.0,46.0,47.0,47.0,46.0,NA,NA,NA
S87,1,1,1,1,1,1,1,1,1,1,76.0,78.0,77.0,76.0,76.0,76.0,80.0,75.0,79.0,75.0,80.0,80.0,79.0,80.0,80.0,81.0,81.0,81.0,79.0,82.0,82.0,81.0,82.0,81.0,82.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,81.0,81.0,81.0,82.0,81.0,82.0,82.0,82.0,82.0,82.0,81.0,82.0,81.0,82.0,82.0,82.0,82.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,NA,NA,NA
S88,1,1,1,1,1,1,1,1,1,1,27.0,26.0,26.0,27.0,30.0,25.0,27.0,29.0,25.0,29.0,30.0,31.0,34.0,35.0,32.0,31.0,31.0,35.0,31.0,34.0,35.0,34.0,35.0,35.0,32.0,34.0,34.0,33.0,32.0,35.0,36.0,35.0,36.0,35.0,35.0,33.0,36.0,36.0,33.0,36.0,35.0,36.0,36.0,35.0,36.0,33.0,35.0,36.0,35.0,36.0,34.0,36.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,NA,NA,NA
S89,1,1,1,1,1,1,1,1,1,1,25.0,24.0,24.0,27.0,23.0,26.0,27.0,25.0,24.0,25.0,27.0,27.0,27.0,26.0,26.0,28.0,27.0,28.0,27.0,27.0,29.0,28.0,27.0,28.0,28.0,28.0,26.0,28.0,28.0,27.0,28.0,27.0,28.0,29.0,27.0,28.0,28.0,28.0,29.0,27.0,29.0,28.0,28.0,29.0,28.0,29.0,27.0,29.0,28.0,28.0,29.0,28.0,28.0,29.0,29.0,29.0,28.0,28.0,28.0,29.0,28.0,27.0,29.0,29.0,28.0,28.0,29.0,29.0,28.0,28.0,29.0,28.0,28.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,NA,NA,NA
S9,1,1,1,1,1,1,1,1,1,1,54.0,55.0,54.0,56.0,56.0,54.0,54.0,51.0,55.0,53.0,56.0,56.0,55.0,56.0,56.0,55.0,55.0,56.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,NA,NA,NA
S90,1,1,1,1,1,1,1,1,1,1,21.0,17.0,18.0,24.0,21.0,17.0,22.0,21.0,20.0,18.0,24.0,25.0,24.0,24.0,23.0,23.0,24.0,23.0,24.0,25.0,24.0,25.0,25.0,24.0,25.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,NA,NA,NA
S91,1,1,1,1,1,1,1,1,1,1,33.0,35.0,29.0,35.0,33.0,34.0,31.0,32.0,36.0,35.0,36.0,37.0,38.0,37.0,38.0,37.0,38.0,36.0,36.0,37.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,38.0,37.0,38.0,38.0,38.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,NA,NA,NA
S92,1,1,1,1,1,1,1,1,1,1,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,NA,NA,NA
S93,1,1,1,1,1,1,1,1,1,1,19.0,21.0,19.0,19.0,20.0,20.0,21.0,23.0,19.0,22.0,23.0,22.0,19.0,24.0,22.0,23.0,23.0,23.0,23.0,24.0,25.0,24.0,23.0,25.0,22.0,23.0,23.0,26.0,23.0,23.0,25.0,24.0,25.0,24.0,25.0,24.0,26.0,22.0,25.0,24.0,26.0,25.0,26.0,26.0,25.0,25.0,24.0,24.0,26.0,25.0,25.0,27.0,24.0,25.0,25.0,22.0,27.0,27.0,26.0,27.0,25.0,25.0,26.0,25.0,26.0,26.0,26.0,25.0,27.0,27.0,26.0,27.0,27.0,27.0,26.0,27.0,26.0,25.0,26.0,25.0,25.0,26.0,25.0,27.0,27.0,26.0,27.0,26.0,27.0,25.0,NA,NA,NA
S94,1,1,1,1,1,1,1,1,1,1,17.0,22.0,19.0,19.0,19.0,18.0,22.0,19.0,18.0,17.0,23.0,24.0,24.0,23.0,23.0,22.0,23.0,22.0,24.0,20.0,22.0,20.0,22.0,26.0,24.0,22.0,24.0,25.0,24.0,22.0,23.0,24.0,23.0,27.0,27.0,26.0,28.0,25.0,25.0,26.0,29.0,23.0,23.0,26.0,26.0,27.0,24.0,25.0,23.0,27.0,26.0,26.0,28.0,29.0,27.0,27.0,28.0,25.0,26.0,28.0,24.0,28.0,27.0,26.0,29.0,28.0,27.0,26.0,30.0,26.0,29.0,30.0,28.0,29.0,28.0,27.0,26.0,29.0,30.0,27.0,28.0,26.0,25.0,27.0,25.0,27.0,27.0,28.0,28.0,26.0,NA,NA,NA
S95,1,1,1,1,1,1,1,1,1,1,22.0,18.0,19.0,20.0,21.0,20.0,21.0,22.0,20.0,22.0,21.0,20.0,24.0,22.0,22.0,22.0,23.0,21.0,21.0,21.0,22.0,23.0,21.0,22.0,22.0,23.0,21.0,20.0,23.0,22.0,24.0,23.0,23.0,23.0,24.0,22.0,23.0,24.0,22.0,22.0,24.0,22.0,24.0,21.0,23.0,23.0,24.0,23.0,22.0,23.0,23.0,23.0,24.0,22.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,25.0,25.0,24.0,21.0,23.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,NA,NA,NA
S96,1,1,1,1,1,1,1,1,1,1,27.0,30.0,27.0,28.0,29.0,28.0,25.0,26.0,28.0,27.0,27.0,28.0,27.0,29.0,28.0,26.0,29.0,30.0,29.0,31.0,29.0,28.0,29.0,28.0,30.0,31.0,30.0,28.0,29.0,30.0,32.0,30.0,30.0,27.0,30.0,32.0,29.0,31.0,30.0,30.0,31.0,32.0,30.0,32.0,31.0,30.0,31.0,30.0,30.0,31.0,31.0,31.0,31.0,32.0,32.0,31.0,31.0,30.0,31.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,32.0,31.0,32.0,31.0,31.0,31.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,NA,NA,NA
S97,1,1,1,1,1,1,1,1,1,1,16.0,19.0,19.0,17.0,17.0,19.0,18.0,19.0,21.0,20.0,19.0,18.0,19.0,20.0,20.0,18.0,22.0,20.0,20.0,17.0,20.0,22.0,18.0,18.0,20.0,18.0,22.0,23.0,22.0,19.0,22.0,21.0,23.0,23.0,20.0,20.0,21.0,20.0,22.0,19.0,23.0,20.0,21.0,20.0,20.0,22.0,22.0,23.0,20.0,21.0,21.0,21.0,21.0,22.0,20.0,21.0,20.0,23.0,23.0,21.0,22.0,21.0,24.0,22.0,22.0,21.0,22.0,22.0,23.0,23.0,21.0,22.0,22.0,21.0,22.0,23.0,22.0,21.0,22.0,22.0,23.0,22.0,24.0,23.0,23.0,21.0,23.0,23.0,21.0,23.0,NA,NA,NA
S98,1,1,1,1,1,1,1,1,1,1,25.0,22.0,26.0,26.0,24.0,24.0,25.0,25.0,26.0,25.0,25.0,25.0,26.0,23.0,25.0,27.0,25.0,28.0,25.0,25.0,27.0,26.0,27.0,26.0,28.0,27.0,26.0,28.0,26.0,26.0,29.0,26.0,28.0,27.0,28.0,25.0,28.0,28.0,29.0,26.0,28.0,28.0,28.0,27.0,28.0,27.0,27.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,28.0,27.0,29.0,28.0,28.0,28.0,28.0,28.0,29.0,28.0,28.0,27.0,27.0,28.0,28.0,29.0,28.0,28.0,28.0,29.0,27.0,29.0,29.0,28.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,28.0,29.0,27.0,28.0,28.0,NA,NA,NA
S99,1,1,1,1,1,1,1,1,1,1,47.0,47.0,49.0,50.0,51.0,48.0,48.0,46.0,52.0,50.0,53.0,55.0,54.0,53.0,54.0,54.0,53.0,54.0,54.0,53.0,55.0,56.0,54.0,56.0,54.0,56.0,54.0,55.0,55.0,56.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,NA,NA,NA
